Status Resp Rx'd 4 bytes, resp 22
Records: 1875, Error: 0
rRead Meas Sent: 0
Rec Id,Meas Inv,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z
225,0,31,-212,144,-1,0,-1
226,0,31,-212,145,-1,-1,-1
226,0,31,-213,144,-1,0,-1
227,0,31,-212,144,-1,0,-1
227,0,31,-213,145,-1,0,-1
228,0,31,-213,144,-1,0,-1
228,0,31,-213,144,-1,-1,-1
229,0,31,-212,145,-1,-1,-1
229,0,31,-213,144,-1,-1,-1
230,0,31,-212,144,-1,0,-1
230,0,31,-213,144,-1,0,-1
231,0,31,-213,144,-1,0,-1
231,0,31,-213,144,-1,0,-1
232,0,31,-212,144,-1,0,-1
232,0,31,-213,144,-1,-1,-1
233,0,31,-213,145,-1,-1,-1
233,0,31,-213,144,-1,0,-1
234,0,31,-213,145,-1,0,-1
234,0,31,-213,144,-1,-1,-1
235,0,31,-212,145,-1,-1,-1
235,0,31,-213,144,0,-1,-1
236,0,31,-213,144,0,-2,0
236,0,31,-213,143,0,-1,0
237,0,31,-214,144,-1,-1,-1
237,0,31,-213,143,-1,-1,-1
238,0,31,-213,144,-1,0,-1
238,0,31,-213,144,-1,0,-1
239,0,31,-212,144,-1,0,-1
239,0,31,-213,144,-1,0,-1
240,0,31,-213,144,-1,0,-1
240,0,31,-212,144,-1,0,-1
241,0,31,-213,144,-1,0,-1
241,0,31,-212,144,-1,0,-1
242,0,31,-213,144,-1,0,-1
242,0,31,-213,145,-1,0,-1
243,0,31,-213,144,-1,0,-1
243,0,31,-213,145,-1,0,-1
244,0,31,-212,145,-1,0,-1
244,0,31,-212,145,-1,-1,-1
245,0,31,-213,144,-1,-1,0
245,0,31,-212,144,-1,0,0
246,0,30,-213,145,-1,0,0
246,0,31,-213,144,-1,0,-1
247,0,31,-213,144,-1,0,-1
247,0,31,-213,145,-1,0,-1
248,0,31,-213,144,-1,0,-1
248,0,31,-213,145,-1,0,0
249,0,31,-213,144,-1,0,0
249,0,30,-213,144,-1,0,0
250,0,30,-213,144,-1,0,0
250,0,30,-213,145,-1,0,-1
251,0,31,-212,144,-1,0,-1
251,0,31,-212,144,-1,0,-1
252,0,31,-213,145,-1,0,-1
252,0,31,-213,144,-1,0,0
253,0,31,-213,144,-1,-1,0
253,0,31,-213,144,-1,0,0
254,0,31,-213,144,-1,0,0
254,0,31,-213,144,-1,0,0
255,0,30,-213,145,-1,0,0
255,0,30,-213,144,-1,0,0
256,0,31,-213,145,-1,-1,0
256,0,31,-213,144,-1,-1,-1
257,0,30,-213,144,-1,-1,-1
257,0,31,-212,144,-1,-1,0
258,0,31,-212,146,-1,-1,0
258,0,31,-213,144,-1,-1,0
259,0,31,-213,145,-1,-1,0
259,0,31,-212,144,-1,-1,0
260,0,31,-213,144,-1,0,0
260,0,31,-213,145,-1,0,0
261,0,30,-214,144,-1,0,0
261,0,31,-213,144,-1,-1,-1
262,0,31,-213,144,-1,-1,0
262,0,31,-212,145,-1,0,-1
263,0,30,-213,145,-1,0,0
263,0,31,-213,145,-1,0,0
264,0,31,-212,145,-1,0,0
264,0,30,-214,144,-1,-1,0
265,0,31,-213,144,-1,0,0
265,0,29,-213,145,-1,-1,-1
266,0,30,-213,145,-1,-1,-1
266,0,31,-213,145,-1,-1,-1
267,0,31,-213,144,-1,0,-1
267,0,30,-213,144,-1,0,0
268,0,30,-213,144,-1,0,0
268,0,30,-213,145,-1,0,-1
269,0,30,-214,145,-1,0,-1
269,0,31,-212,145,-1,0,-1
270,0,31,-212,144,-1,-1,0
270,0,30,-212,144,-1,-1,0
271,0,30,-213,144,-1,-1,0
271,0,30,-213,145,-1,0,-1
272,0,29,-214,144,-1,0,-1
272,0,30,-213,145,-1,0,-1
273,0,31,-213,144,-1,0,-1
273,0,31,-213,144,-1,0,-1
274,0,30,-212,144,-1,0,0
274,0,30,-213,145,-1,0,0
275,0,30,-212,146,-1,0,-1
275,0,30,-213,145,-1,-1,-1
276,0,30,-212,145,-1,0,-1
276,0,31,-211,144,-1,-1,0
277,0,29,-213,144,-1,-1,0
277,0,30,-213,145,-1,-1,-1
278,0,31,-213,145,-1,0,-1
278,0,31,-212,145,-1,0,-1
279,0,31,-212,144,-1,-1,0
279,0,31,-213,144,-1,-1,0
280,0,29,-213,145,-1,-1,0
280,0,30,-213,145,-1,0,0
281,0,30,-212,145,-1,-1,0
281,0,31,-213,144,-1,-1,0
282,0,30,-212,144,-1,-1,0
282,0,29,-214,145,-1,0,0
283,0,29,-214,144,-1,0,0
283,0,30,-213,145,-1,0,-1
284,0,31,-212,144,-1,0,-1
284,0,30,-213,144,-1,0,-1
285,0,31,-212,144,-1,0,0
285,0,30,-213,145,-1,0,0
286,0,29,-213,145,-1,0,0
286,0,29,-213,145,-1,0,0
287,0,29,-213,145,-1,0,0
287,0,29,-213,144,-1,0,-1
288,0,30,-213,144,-1,0,-1
288,0,29,-213,145,-1,0,-1
289,0,30,-213,144,-1,0,-1
289,0,30,-214,144,-1,0,-1
290,0,30,-213,145,-1,0,0
290,0,30,-213,145,-1,0,0
291,0,30,-213,145,-1,0,0
291,0,30,-213,144,-1,-1,0
292,0,28,-214,145,-1,0,0
292,0,29,-213,145,-1,0,-1
293,0,29,-214,145,-1,0,-1
293,0,30,-212,145,-1,0,-1
294,0,31,-212,144,-1,0,-1
294,0,30,-212,145,-1,0,0
295,0,28,-213,145,-1,0,0
295,0,28,-214,144,-1,0,0
296,0,29,-212,146,-1,0,-1
296,0,29,-212,145,-1,-1,-1
297,0,29,-213,145,-1,-1,-1
297,0,29,-213,145,-1,0,-1
298,0,29,-214,145,-1,0,-1
298,0,29,-212,146,-1,0,-1
299,0,29,-213,144,-1,0,-1
299,0,30,-211,144,-1,0,-1
300,0,30,-212,144,-1,0,0
300,0,29,-213,145,-1,0,0
301,0,29,-213,145,-1,0,-1
301,0,28,-213,145,-1,0,-1
302,0,29,-214,144,-1,0,-1
302,0,30,-213,145,-1,1,-1
303,0,28,-213,145,-1,1,-1
303,0,30,-213,145,-1,0,-1
304,0,29,-213,145,-1,1,-1
304,0,30,-212,146,-1,1,-1
305,0,31,-210,147,-1,0,-1
305,0,28,-213,145,-1,-1,-1
306,0,30,-212,146,-1,-1,-1
306,0,29,-214,145,-1,0,-1
307,0,29,-212,146,-1,0,-1
307,0,29,-212,145,-1,0,-1
308,0,30,-212,145,0,-1,-1
308,0,31,-212,145,-1,0,-1
309,0,29,-213,146,-1,0,-1
309,0,29,-212,146,-1,0,-1
310,0,30,-213,144,-1,-1,-1
310,0,29,-211,146,-1,0,0
311,0,29,-212,145,-1,0,-1
311,0,29,-213,146,-1,-1,-1
312,0,30,-212,146,-1,0,-1
312,0,30,-213,145,-1,0,-1
313,0,30,-213,145,-1,0,-1
313,0,29,-213,146,-1,0,-1
314,0,30,-206,156,-1,-4,-1
314,0,30,-215,140,-2,-17,0
315,0,29,-215,140,0,-14,0
315,0,10,-237,106,-1,-8,0
316,0,35,-197,150,-1,-5,-1
316,0,36,-166,189,0,-3,1
317,0,40,-208,141,0,-1,-1
317,0,19,-244,121,-2,2,0
318,0,33,-213,145,-2,4,-1
318,0,33,-209,139,-2,4,0
319,0,29,-218,140,-2,6,0
319,0,22,-219,138,-2,4,0
320,0,25,-227,130,-2,4,0
320,0,29,-217,141,-2,3,0
321,0,27,-214,141,-2,2,0
321,0,27,-220,137,-2,2,-1
322,0,27,-218,136,-2,1,0
322,0,29,-214,139,-2,0,0
323,0,26,-210,146,-2,-2,0
323,0,26,-220,139,-2,-2,1
324,0,21,-222,142,0,-2,2
324,0,29,-214,144,1,-1,1
325,0,29,-218,135,-1,-1,1
325,0,22,-219,135,-6,-2,1
326,0,30,-217,136,-6,-1,0
326,0,40,-217,138,-4,4,1
327,0,29,-223,130,-6,6,3
327,0,24,-220,133,-9,9,6
328,0,13,-223,136,-9,8,5
328,0,20,-221,139,-9,7,5
329,0,23,-216,142,-8,3,4
329,0,29,-215,134,-7,2,5
330,0,22,-217,135,-7,0,6
330,0,13,-220,133,-8,0,6
331,0,4,-224,134,-9,-2,5
331,0,8,-216,135,-7,-6,2
332,0,7,-215,136,-8,-8,1
332,0,16,-211,136,-4,-11,0
333,0,39,-204,152,-3,-14,0
333,0,23,-235,118,-10,-14,3
334,0,5,-233,127,-10,-14,4
334,0,18,-219,137,-6,-12,3
335,0,-11,-231,130,-2,-10,3
335,0,9,-220,128,1,-10,1
336,0,4,-225,131,3,-14,-1
336,0,26,-211,145,2,-16,-2
337,0,12,-234,127,-2,-18,-2
337,0,-6,-231,131,-1,-16,-4
338,0,-3,-231,127,1,-14,-7
338,0,7,-230,119,2,-11,-10
339,0,32,-217,146,1,-12,-11
339,0,31,-218,159,0,-13,-10
340,0,9,-224,157,-3,-14,-10
340,0,20,-208,158,1,-19,-13
341,0,19,-226,144,3,-24,-14
341,0,30,-237,145,0,-26,-16
342,0,31,-228,147,3,-27,-13
342,0,28,-227,139,5,-29,-11
343,0,23,-229,137,11,-35,-9
343,0,31,-224,128,10,-34,-10
344,0,30,-227,129,8,-36,-9
344,0,41,-232,123,9,-39,-4
345,0,39,-229,124,11,-41,-1
345,0,31,-220,124,16,-43,2
346,0,21,-238,101,19,-43,1
346,0,28,-228,105,10,-39,-1
347,0,37,-228,100,10,-39,0
347,0,32,-237,88,12,-39,2
348,0,32,-233,91,15,-37,4
348,0,21,-244,84,15,-36,3
349,0,42,-237,87,9,-33,3
349,0,34,-239,86,5,-35,6
350,0,25,-247,66,-2,-33,8
350,0,38,-235,79,-12,-26,9
351,0,44,-231,84,-14,-26,11
351,0,32,-256,76,-10,-31,17
352,0,58,-260,84,-6,-31,20
352,0,63,-230,119,-2,-39,23
353,0,38,-275,107,-1,-42,27
353,0,22,-270,120,-7,-63,27
354,0,6,-253,138,8,-76,27
354,0,40,-249,107,20,-98,30
355,0,31,-253,110,33,-99,36
355,0,0,-273,133,32,-103,38
356,0,-9,-287,117,28,-115,39
356,0,-20,-276,142,31,-135,35
357,0,-26,-279,140,38,-148,34
357,0,-17,-268,145,55,-176,28
358,0,7,-255,140,64,-184,28
358,0,31,-243,138,99,-207,37
359,0,14,-236,120,126,-223,46
359,0,14,-331,-7,169,-227,65
360,0,90,-433,-94,152,-147,64
